,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1428,I Kissed A Girl,Katy Perry,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4
1429,Say It Right,Nelly Furtado,0.873,0.869,1,-6.238,1,0.133,0.047,0.000722,0.0463,0.798,116.943,223520,4
1430,Jai Ho! (You Are My Destiny),A.R. Rahman,0.657,0.941,8,-3.919,0,0.061,0.0476,0.0,0.0797,0.879,136.202,222400,4
1431,Hot N Cold,Katy Perry,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,220227,4
1432,All The Right Moves,OneRepublic,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,238000,4
1433,Rhythm Of The Night,Fedde Le Grand,0.667,0.884,0,-6.701,0,0.0389,0.0577,0.199,0.118,0.362,124.946,218407,4
1434,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Pitbull,0.595,0.942,6,-3.605,0,0.0707,0.00431,0.0838,0.0984,0.549,124.989,222467,4
1435,Magia,Alvaro Soler,0.757,0.671,8,-7.541,0,0.0422,0.104,0.0,0.0729,0.837,133.008,192500,4
1436,Love Is Back,Celeste,0.678,0.654,4,-4.912,0,0.0632,0.256,1.44e-05,0.316,0.585,97.856,256947,4
1438,Invisible dress - Maro Music x Skytech Remix / Short Edit,sanah,0.702,0.87,1,-5.826,1,0.277,0.462,1.06e-05,0.133,0.727,119.893,147000,4
1439,Big,Rita Ora,0.779,0.846,7,-3.446,1,0.0354,0.069,1.18e-06,0.0641,0.619,111.997,156781,4
1440,Bloodstream,twocolors,0.586,0.715,11,-5.962,0,0.159,0.013,1.15e-06,0.54,0.59,120.971,180620,4
1441,Get Out My Head,Shane Codd,0.693,0.913,0,-3.035,1,0.0298,0.0542,6.87e-05,0.231,0.795,123.989,204933,4
1442,No Therapy,Felix Jaehn,0.773,0.608,3,-6.942,0,0.121,0.278,0.0,0.381,0.589,125.078,172909,4
1443,See You In Tears,Amber Van Day,0.704,0.743,0,-5.23,0,0.0655,0.0263,0.0,0.394,0.708,109.988,155627,4
1444,Bang Bang,Rita Ora,0.764,0.846,10,-2.743,0,0.064,0.163,0.000269,0.0475,0.777,122.976,179579,4
1445,Starstruck,Years & Years,0.555,0.879,9,-2.484,0,0.0983,0.011,0.0,0.298,0.691,113.852,207755,4
1446,Titans,Major Lazer,0.723,0.86,7,-4.892,1,0.0463,0.101,0.000202,0.143,0.574,93.985,199169,4
1447,So Sick,Freedo,0.631,0.752,6,-5.4,1,0.146,0.024,1.31e-06,0.245,0.799,122.965,151436,5
1448,Hurts So Good - Maximillian & Kina Version,Astrid S,0.667,0.438,7,-7.515,0,0.0437,0.041,0.0,0.279,0.232,119.817,191376,4
1449,This Is Heaven,Nick Jonas,0.646,0.783,2,-4.801,0,0.0543,0.0372,0.0,0.0897,0.51,100.912,214624,4
1450,Overdrive,Conan Gray,0.568,0.788,5,-6.28,1,0.0377,0.0101,0.0,0.141,0.46,104.959,183070,4
1451,Young Queen,Mimoza,0.601,0.692,2,-5.045,1,0.0523,0.0702,0.0,0.0897,0.321,100.015,213340,4
1452,You (with Marshmello & Vance Joy),benny blanco,0.668,0.563,11,-6.433,1,0.0522,0.0493,0.0,0.119,0.305,103.116,169632,4
1453,Shake (with Ne-Yo & Carmen DeLeon),L.L.A.M.A,0.729,0.833,1,-3.89,0,0.0375,0.585,0.0,0.0738,0.63,103.97,163846,4
1454,Higher,Eminem,0.733,0.82,4,-4.758,0,0.218,0.0143,0.0,0.674,0.525,148.0,222037,4
1455,Candyman,R3HAB,0.847,0.552,5,-9.28,1,0.0683,0.0717,0.0,0.108,0.211,115.995,165517,4
1456,I Just Wanna (feat. Bow Anderson),Felix Jaehn,0.696,0.724,11,-7.083,1,0.0421,0.18,8.69e-05,0.251,0.568,117.998,159657,4
1457,Regardless,RAYE,0.749,0.82,7,-6.114,1,0.0478,0.0205,0.000685,0.0775,0.534,120.066,197573,4
1458,Safe With Me (with Audrey Mika),Gryffin,0.497,0.757,11,-4.189,1,0.127,0.0449,0.0,0.119,0.507,169.902,205165,4
1459,Bleeding Love,Leona Lewis,0.635,0.647,5,-5.864,1,0.0366,0.192,0.0,0.154,0.201,104.058,262693,4
1460,Price Tag,Jessie J,0.447,0.839,5,-3.948,1,0.254,0.0304,1.76e-06,0.189,0.677,174.959,221240,4
1461,"Habibi Love (I Need Your Love) (feat. Mohombi, Faydee & Costi)",Shaggy,0.44,0.802,5,-3.838,1,0.244,0.123,0.0,0.1,0.586,179.868,217446,4
1462,Cups - Movie Version,Various Artists,0.919,0.343,7,-13.999,1,0.256,0.565,7.11e-05,0.0314,0.747,130.034,76947,4
1463,Hollywood Ending - Remady 2k13 Radio Edit,Remady & Manu-L,0.622,0.652,1,-6.961,0,0.0417,0.0266,0.0,0.143,0.672,128.028,185928,4
1464,Give Me A Sign - Radio Edit,Remady & Manu-L,0.749,0.752,9,-7.747,0,0.068,0.00176,4.84e-06,0.351,0.458,127.945,193964,4
1465,L.I.F.E.,Remady,0.603,0.637,6,-4.894,1,0.0453,0.0112,0.0,0.128,0.303,91.07,179506,4
1466,Sweat - Remix,Snoop Dogg,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,195987,4
1467,Wild Heart,The Vamps,0.617,0.906,1,-4.822,1,0.0311,0.000451,0.0,0.0716,0.807,119.016,191871,4
1468,Staying Up,Matoma,0.649,0.865,0,-2.299,1,0.05,0.199,0.0,0.064,0.428,124.031,190645,4
1469,Something Big,Shawn Mendes,0.694,0.854,7,-3.891,0,0.043,0.00614,0.0,0.158,0.803,112.007,161440,4
1470,Histérico,Alvaro Soler,0.802,0.932,7,-2.781,1,0.0688,0.171,0.0,0.273,0.75,98.992,178533,4
1471,Libre,Alvaro Soler,0.727,0.755,4,-4.926,0,0.133,0.6,0.0,0.273,0.884,81.521,231155,4
1472,"Yo Contigo, Tú Conmigo - The Gong Gong Song / El Tema De La Película ""Gru 3 Mi Villano Favorito""",Alvaro Soler,0.728,0.665,10,-6.272,0,0.163,0.27,0.0,0.0637,0.866,93.979,179280,4
1473,Unwritten,Natasha Bedingfield,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,4
1474,Say It Right,Nelly Furtado,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,223080,4
1475,Super Bass,Nicki Minaj,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013,4
1476,Superstar,Jamelia,0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01,215480,4
1477,Heart Made Up On You,R5,0.749,0.779,5,-5.389,0,0.0337,0.0155,0.0,0.126,0.739,118.936,179680,4
1478,Seek Bromance - Avicii Vocal Edit,Various Artists,0.49,0.811,1,-2.524,0,0.044,0.0896,0.0,0.0898,0.547,125.965,200992,4
1479,I Found A Girl,The Vamps,0.717,0.856,4,-4.68,1,0.0565,0.118,0.0,0.274,0.645,89.982,179440,4
1480,So What,P!nk,0.534,0.87,11,-3.078,0,0.0425,0.000329,0.0,0.241,0.462,126.019,215160,4
1481,Shower,Various Artists,0.639,0.36,2,-10.505,1,0.0386,0.0191,0.0903,0.181,0.0753,119.996,202249,4
1482,Superstar,Big Time Rush,0.791,0.796,10,-6.63,1,0.0901,0.021,0.0,0.093,0.653,127.997,203200,4
1483,Safe,Nico Santos,0.376,0.77,5,-5.51,0,0.0623,0.107,0.0,0.171,0.365,96.14,203573,4
1484,Born This Way,Lady Gaga,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,260253,4
1485,Girl You Know It's True,Movetown,0.801,0.621,10,-7.145,0,0.0383,0.14,1.27e-05,0.117,0.792,128.013,210990,4
1486,Summer Jam - Blondee & Roberto Mozza Remix,The Underdog Project,0.664,0.728,4,-8.528,0,0.0588,0.501,0.0,0.302,0.364,123.046,175610,4
1487,Temptation - feat. Rebecca,Arash,0.674,0.894,4,-4.481,0,0.033,0.0386,0.0,0.238,0.961,108.013,207546,4
1488,Hands,Mike Perry,0.719,0.705,0,-5.057,0,0.0444,0.0175,0.0,0.348,0.599,100.03,167195,4
1489,Blame (feat. John Newman) - R3HAB Club Remix,Calvin Harris,0.684,0.858,0,-4.001,0,0.132,0.00897,0.0,0.376,0.164,127.995,260667,4
1490,I Need A Dollar,Aloe Blacc,0.84,0.482,6,-7.116,0,0.0333,0.202,0.0,0.0873,0.957,95.498,243053,4
1491,Cool Kids (Glee Cast Version),Glee Cast,0.652,0.708,8,-5.666,1,0.0292,0.127,0.0,0.16,0.753,130.012,219040,4
1492,Dance For Me (Eugy X Mr Eazi),Eugy,0.774,0.685,11,-5.14,0,0.069,0.154,0.0,0.391,0.587,106.982,204173,4
1493,Runnin' (Lose It All),Naughty Boy,0.319,0.846,6,-6.109,1,0.0796,0.0103,4.11e-05,0.475,0.0784,139.163,213019,4
1494,Jubel,Klingande,0.698,0.476,0,-7.459,1,0.0417,0.185,0.238,0.0542,0.181,124.986,283638,4
1495,Level of Concern,Twenty One Pilots,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,220051,4
1496,Alligator Skin Boots,McCafferty,0.535,0.319,9,-15.397,1,0.0745,0.804,3.91e-06,0.227,0.457,142.883,142656,4
1497,I Can't Handle Change,Roar,0.247,0.438,5,-8.479,1,0.0358,0.0455,0.000871,0.111,0.39,185.716,198213,3
1498,Bisexual,GRLwood,0.596,0.927,11,-6.241,0,0.0727,0.0142,0.00913,0.0665,0.641,132.984,120341,4
1499,Feel Better,Penelope Scott,0.594,0.335,4,-13.415,0,0.0513,0.747,0.0111,0.0976,0.343,87.49,252630,4
1500,Born2Run,Penelope Scott,0.474,0.286,7,-14.441,1,0.145,0.923,7.52e-06,0.0771,0.739,108.514,154128,4
1501,Not Allowed,TV Girl,0.67,0.905,1,-6.855,1,0.129,0.671,0.000227,0.349,0.562,104.965,167864,4
1502,I Deserve to Bleed,Sushi Soucy,0.761,0.276,7,-11.507,1,0.0682,0.918,0.0,0.16,0.595,119.991,104022,4
1503,American Healthcare (Glitzy),Penelope Scott,0.548,0.507,5,-11.999,1,0.0943,0.535,7.8e-05,0.211,0.305,119.509,269752,4
1504,Art School Wannabe,Sorority Noise,0.34,0.651,5,-5.857,1,0.0492,0.00416,0.0,0.102,0.564,147.442,192827,4
1505,The Adults Are Talking,The Strokes,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4
